ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
36,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeVariableAccessed}
2,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeWatchedVariables}
1,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetShouldRecordBackprop}
2,0.000,0.000,0.062,0.031,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeGradient}
2,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_VariableWatcherRemove}
1424,0.002,0.000,0.002,0.000,{built-in method tensorflow.python.framework._pywrap_python_api_dispatcher.Dispatch}
14,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/eager/backprop_util.py:53(IsTrainable)
14,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/cond_v2.py:960(verify_captures)
14,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/cond_v2.py:1313(_set_read_only_resource_inputs_attr)
14,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/cond_v2.py:926(_copy_handle_data)
14,0.000,0.000,0.016,0.001,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/cond_v2.py:581(_make_inputs_match)
25,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/resource_variable_ops.py:87(_set_handle_shapes_and_types)
14,0.000,0.000,0.021,0.001,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/cond_v2.py:304(_make_op)
29,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/auto_control_deps_utils.py:32(get_read_only_resource_input_indices_graph)
75,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/auto_control_deps_utils.py:59(_get_read_only_resource_input_indices_op)
14,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/eager/backprop_util.py:29(_DTypeFromTensor)
2,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/gen_nn_ops.py:6172(log_softmax)
1396,0.005,0.000,0.054,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/auto_control_deps_utils.py:85(get_read_write_resource_inputs)
1651,0.006,0.000,0.084,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/auto_control_deps.py:606(_get_resource_inputs)
4,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/gen_nn_ops.py:11766(relu_grad)
244/240,0.000,0.000,0.112,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/weak_tensor_ops.py:86(wrapper)
42,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
36,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:130(__init__)
361,0.003,0.000,0.077,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:269(_create_graph_constant)
48,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:827(internal_convert_to_tensor_or_composite)
1593,0.007,0.000,0.038,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1548(get_attr)
58,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:2095(_variable_creator_scope)
29,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:2490(_add_function_recursive)
29,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:2509(_add_function)
1466,0.010,0.000,0.224,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:2623(_create_op_internal)
52,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3179(get_collection)
3066,0.006,0.000,0.017,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3273(name_scope)
268,0.001,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3481(colocate_with)
72,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3569(device)
164,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3847(control_dependencies)
22,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3971(_attr_scope)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4115(gradient_override_map)
202,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4454(_colocate_with_for_gradient)
2038,0.007,0.000,0.021,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4654(get_controller)
1149,0.004,0.000,0.007,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4675(_get_outer_context_and_inner_device_stack)
934,0.001,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5171(_get_graph_from_inputs)
1474,0.002,0.000,0.021,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5566(__enter__)
217,0.001,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5748(__enter__)
134,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5924(_op_to_colocate_with)
1466,0.003,0.000,0.004,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6019(_reconstruct_sequence_inputs)
42,0.002,0.000,0.002,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
29,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_ContextGetFunction}
32,0.002,0.000,0.002,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_ContextGetFunctionDef}
10,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_ContextRemoveFunction}
7,0.001,0.000,0.001,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_ContextSyncExecutors}
11,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_OpNameGetAttrType}
1721,46.971,0.027,46.971,0.027,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
216,0.235,0.001,0.236,0.001,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_FastPathExecute}
148,0.001,0.000,0.003,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
1563,0.001,0.000,0.001,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_UID}
2,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetNew}
2,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRemove}
1853,0.001,0.000,0.001,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetStopOnThread}
1853,0.003,0.000,0.003,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
1893,0.001,0.000,0.001,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
2555,0.003,0.000,0.003,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsEmpty}
16,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringCounterCellIncrementBy}
11,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter0}
2,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
3,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter2}
18,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
18,0.000,0.000,0.000,0.000,{built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge0}
175,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.}
1396,0.002,0.000,0.002,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.GetOperationInputs}
42,0.006,0.000,0.006,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphToFunction_wrapper}
45,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.GetHandleShapeAndType}
113,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.SetHandleShapeAndType}
1466,0.024,0.000,0.024,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_FinishOperation}
1466,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_SetOpStackTrace}
1466,0.006,0.000,0.006,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_NewOperation}
40,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrInt}
2672,0.005,0.000,0.005,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_SetAttrValueProto}
1564,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationName}
274,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationDevice}
1447,0.002,0.000,0.002,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInput}
45,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_AddInputList}
1593,0.018,0.000,0.021,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrValueProto}
1625,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_NewBuffer}
136,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_GetBuffer}
1995,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteBuffer}
370,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_NewBufferFromString}
370,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.SetAttr}
71,0.002,0.000,0.002,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_DeleteFunction}
11,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_FunctionSetAttrValueProto}
29,0.001,0.000,0.001,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphCopyFunction}
204,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrType}
26,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationGetAttrBool}
5,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/dtypes.py:150(max)
24196,0.022,0.000,0.037,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/dtypes.py:793(as_dtype)
5,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/ml_dtypes/_iinfo.py:32(__init__)
285,0.000,0.000,0.000,0.000,{slot wrapper '__init__' of 'object' objects}
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:107(__init__)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/device_spec.py:369(_components_to_string)
9,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/util/function_utils.py:83(get_func_name)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/registry.py:43(register)
2038,0.002,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/stack.py:52(get_controller)
350,0.000,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/tensor_util.py:374(_AssertCompatible)
193,0.002,0.000,0.036,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/tensor.py:1008(placeholder_value)
148,0.001,0.000,0.029,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/tensor.py:1049(_graph_placeholder)
1773,0.016,0.000,0.073,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/tensor.py:1098(cast)
361,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/tensor_util.py:404(_is_array_like)
28,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/type_spec.py:958(type_spec_from_value)
45,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/handle_data_util.py:24(get_resource_handle_data)
70,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/type_spec.py:1007(_type_spec_from_value)
113,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/handle_data_util.py:64(set_handle_data)
62,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/traceable_stack.py:42(set_filename_and_line_from_caller)
839,0.000,0.000,0.000,0.000,{built-in method tensorflow.python.flags_pybind.value}
62,0.000,0.000,0.028,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/array_ops.py:253(identity)
126,0.002,0.000,0.040,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/constant_op.py:75(convert_to_eager_tensor)
9,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/constant_op.py:337(_tensor_shape_tensor_conversion_function)
56,0.000,0.000,0.020,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/array_ops.py:689(shape_internal)
27,0.000,0.000,0.004,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/array_ops.py:913(rank_internal)
6,0.000,0.000,0.006,0.001,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/ops/array_ops.py:1316(concat)
23,0.000,0.000,0.006,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/dtensor/python/api.py:37(call_with_layout)
465,0.001,0.000,0.033,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:596(__tf_tensor__)
1466,0.005,0.000,0.017,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1207(_init)
370,0.001,0.000,0.005,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1498(_set_attr)
44,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4388(combined)
1703,0.002,0.000,0.005,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5493(name_scope)
268,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3464(_colocate_with_for_gradient)
188,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1391(_set_device)
76,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3785(op_in_group)
37,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3797(_current_control_dependencies)
239,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5730(__init__)
48,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:802(convert_to_tensor_or_composite)
384,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1153(<listcomp>)
2038,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:2232(_variable_creator_stack)
3030,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:2677(<genexpr>)
3094,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3268(_name_stack)
164,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3835(<genexpr>)
42,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4197(switch_to_thread_local)
2038,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4328(_distribution_strategy_stack)
202,0.000,0.000,0.002,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4499(colocate_with)
94,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4852(inside_function)
532,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3056(op_def_for_type)
1564,0.004,0.000,0.007,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3040(_get_tensor_by_tf_output)
14,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3219(get_all_collection_keys)
6317,0.002,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3261(_name_stack)
36,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3560(_add_device_to_stack)
164,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3793(_pop_control_dependencies_controller)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4099(_override_gradient_function)
4980,0.004,0.000,0.006,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4321(_distribution_strategy_stack)
288,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3447(get_name_scope)
164,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:3776(control_inputs)
158,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5772(_restore_name_scope)
14,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4186(prevent_fetching)
1315,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4253(_device_function_stack)
1466,0.002,0.000,0.004,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4279(_snapshot_colocation_stack_metadata)
270,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4288(_colocation_stack)
254,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4311(_control_dependencies_stack)
1467,0.001,0.000,0.004,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4346(_mutation_lock)
52,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5459(get_collection)
3588,0.002,0.000,0.003,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:4299(_control_dependencies_stack)
16,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6147(set_int_list_attr)
12012,0.012,0.000,0.018,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5098(get_default_graph)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5531(<genexpr>)
95,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6085(is_numpy_style_type_promotion)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6178(is_symbolic_tensor)
217,0.000,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:5782(__exit__)
1103,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:6078(is_auto_dtype_conversion_enabled)
7,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/google/protobuf/internal/enum_type_wrapper.py:92(__getattr__)
272,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/eager/execute.py:152(make_int)
55,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/eager/execute.py:187(make_shape)
42,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:750(to_tensors)
1721,0.017,0.000,0.039,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:758(from_tensors)
21,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/tensor_shape.py:1227(most_specific_common_supertype)
2102/2080,0.008,0.000,0.022,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/util/nest_util.py:545(_tf_core_packed_nest_with_indices)
3897,0.005,0.000,0.007,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/util/compat.py:57(as_bytes)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:372(__init__)
1,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:242(_EndRecData64)
4,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:491(_decodeExtra)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:728(_get_decompressor)
8,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:820(__init__)
228,0.000,0.000,0.084,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:930(read)
2,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/zipfile.py:1876(close)
1,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/keras/api/utils/__init__.py:1(<module>)
1466,0.002,0.000,0.011,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/util/tf_stack.py:150(extract_stack)
48,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/eager/context.py:2292(__exit__)
1489,0.001,0.000,0.001,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/framework/errors_impl.py:66(__init__)
1,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:42(is_nan)
11,0.000,0.000,0.000,0.000,/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:514(__exit__)
